"1","0.00","[AF] (Ausbildungsflug), [SF] (Schulflug), [WS] (Windenstart Schulung), [XX] (Werkstattflug)"
"2","7.00","[FM] (F-Schlepp Mitglieder), [FS] (F-Schlepp), [MC] (Mitglied Charter), [WC] (Windenstart Charter)"
"3","19.00","[FR] (F-Schlepp Fremde), [GA] (Gastflug)"
