"0","-126.94"
"1901","0.00"
"2001","0.00"
"2002","0.00"
"2101","74.51"
"2201","0.00"
"2401","-26.38"
"2404","0.00"
"2503","66.16"
"2505","0.00"
"2506","0.00"
"2603","0.00"
"2903","168.30"
"3002","0.00"
"3101","352.00"
"3102","0.00"
"3105","0.00"
"3201","538.23"
"3202","0.00"
"3301","0.00"
"3302","0.00"
"3501","320.03"
"3502","0.00"
"3503","17.79"
"3504","163.50"
"3507","0.00"
"3602","339.27"
"3703","121.05"
"3705","1333.17"
"3802","0.00"
"3903","0.00"
"3906","517.86"
"3907","0.00"
"4002","361.32"
"4005","0.00"
"4007","241.97"
"4102","121.78"
"4106","-67.50"
"4201","0.00"
"4203","1147.65"
"4205","564.07"
"4302","494.74"
"4405","31.83"
"4406","-144.35"
"4604","0.00"
"4607","435.98"
"4702","0.00"
"4705","682.73"
"4707","0.00"
"4708","462.03"
"4710","0.00"
"4801","141.64"
"4806","100.45"
"4808","0.00"
"4809","0.00"
"4811","0.00"
"4812","0.00"
"4813","0.00"
"4901","378.02"
"4902","0.00"
"4904","632.05"
"4906","761.62"
"5004","0.00"
"5005","0.00"
"5006","0.00"
"5007","148.48"
"5101","538.92"
"5102","748.25"
"5108","547.56"
"5109","283.37"
"5110","0.00"
"5111","0.00"
"5112","0.00"
"5113","332.38"
"5114","0.00"
"5202","795.21"
"5203","426.48"
"5209","0.00"
"5301","0.00"
"5302","3014.89"
"5304","593.42"
"5306","0.00"
"5307","0.00"
"5310","0.00"
"5313","707.41"
"5314","0.00"
"5315","591.99"
"5316","742.06"
"5401","660.33"
"5406","777.14"
"5409","0.00"
"5501","207.07"
"5502","0.00"
"5507","0.00"
"5508","0.00"
"5509","0.00"
"5601","83.97"
"5707","300.00"
"5709","546.00"
"5710","0.00"
"5711","0.00"
"5712","617.70"
"5713","606.47"
"5802","0.00"
"5804","16.57"
"5807","0.00"
"5809","0.00"
"5812","0.00"
"5910","432.09"
"5911","890.53"
"6003","282.13"
"6004","630.00"
"6005","735.68"
"6006","-567.58"
"6102","0.00"
"6103","0.00"
"6105","500.82"
"6106","0.00"
"6202","0.00"
"6203","27.88"
"6205","-39.94"
"6206","162.53"
"6208","0.00"
"6209","720.97"
"6304","585.67"
"6307","24.94"
"6310","0.00"
"6311","208.03"
"6312","0.00"
"6404","0.00"
"6405","595.71"
"6407","0.00"
"6408","0.00"
"6411","654.47"
"6412","0.00"
"6413","0.00"
"6506","42.05"
"6507","0.00"
"6509","-3.04"
"6512","252.57"
"6514","750.00"
"6605","0.00"
"6607","137.81"
"6608","0.00"
"6610","1186.60"
"6611","238.34"
"6701","0.00"
"6703","0.00"
"6704","984.60"
"6705","0.00"
"6802","0.00"
"6806","654.09"
"6807","345.60"
"6809","605.49"
"6810","869.17"
"6811","754.23"
"6812","751.67"
"6902","155.83"
"6904","1019.94"
"6906","0.00"
"6907","0.00"
"6908","524.40"
"6909","0.00"
"6910","377.14"
"7002","638.46"
"7003","567.71"
"7005","0.00"
"7006","0.00"
"7101","1403.25"
"7204","0.00"
"7206","617.90"
"7207","-30.32"
"7303","413.03"
"7304","852.66"
"7305","350.00"
"7402","0.00"
"7403","0.00"
"7404","0.00"
"7405","0.00"
"7406","1070.93"
"7407","-144.44"
"7501","115.04"
"7503","148.91"
"7601","0.00"
"7602","-40.00"
"7702","611.73"
"7703","0.00"
"7801","437.37"
"7802","-6.07"
"7901","683.76"
"7902","561.75"
"7903","429.18"
"7904","0.00"
"8001","0.00"
"8002","36.17"
"8101","14.01"
"8102","0.00"
"8103","650.00"
"8104","92.20"
"8201","0.00"
"8202","0.00"
"8203","596.55"
"8204","324.00"
"8302","0.00"
"8401","330.12"
"8502","0.00"
"8504","544.00"
"8505","0.00"
"8601","433.00"
"8702","0.00"
"8801","0.00"
"8802","0.00"
"8803","0.00"
"8804","0.00"
"8805","251.00"
"8806","1458.00"
"8807","158.34"
"8901","248.05"
"8902","-34.11"
"8903","739.00"
"9001","472.01"
"9002","226.57"
"9003","0.00"
"9004","-53.49"
"9005","-195.75"
"9101","179.24"
"9102","328.91"
"9201","0.00"
"9202","242.50"
"9301","0.00"
"9303","0.00"
"9401","0.00"
"9402","274.07"
"9403","343.37"
"9404","0.00"
"9501","1.28"
"9502","289.60"
"9601","0.00"
"9602","96.70"
"9603","166.51"
"9604","144.31"
"9605","92.67"
"9709","235.88"
"9710","245.00"
"9801","-3.38"
"9939","163.00"
"9999","-4260.49"
"10001","316.79"
"10002","0.00"
"10003","-132.15"
"10201","300.00"
